region_type,region,year,week,total_specimens,total_a,total_b,percent_positive,percent_a,percent_b,wk_date,weighted_ili,unweighted_ili,age_0_4,age_25_49,age_25_64,age_5_24,age_50_64,age_65,ilitotal,num_of_providers,total_patients,week_start,season_week,season,regionnew,baseline
HHS Regions,hhs4,2018,14,4271,137,236,8.73332,3.20768,5.52564,2018-04-01,1.77067,2.06227,818,698,NA,1068,313,189,3086,370,149641,2018-04-01,36,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,14,7410,376,951,17.9082,5.07422,12.834,2018-04-01,1.76048,1.7405,400,350,NA,604,206,162,1722,282,98937,2018-04-01,36,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,14,2324,21,61,3.5284,0.903614,2.62478,2018-04-01,2.49171,2.12051,660,457,NA,613,178,156,2064,255,97335,2018-04-01,36,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,14,1205,27,81,8.96266,2.24066,6.72199,2018-04-01,1.73584,2.30708,104,109,NA,171,35,48,467,97,20242,2018-04-01,36,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,14,1789,65,114,10.0056,3.63331,6.37228,2018-04-01,1.12627,1.16769,206,211,NA,331,99,53,900,140,77075,2018-04-01,36,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,14,1499,22,75,6.47098,1.46765,5.00334,2018-04-01,2.4076,2.23276,288,360,NA,668,235,271,1822,197,81603,2018-04-01,36,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,14,2007,106,191,14.7982,5.28151,9.51669,2018-04-01,1.68045,2.17431,221,237,NA,284,108,107,957,143,44014,2018-04-01,36,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,15,1919,115,197,16.2585,5.9927,10.2658,2018-04-08,1.89908,1.76613,203,158,NA,480,93,71,1005,130,56904,2018-04-08,37,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,15,2357,123,117,10.1824,5.2185,4.96394,2018-04-08,2.56448,1.94676,935,562,NA,762,267,202,2728,172,140130,2018-04-08,37,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,15,1898,56,154,11.0643,2.95047,8.1138,2018-04-08,1.73251,1.92777,598,923,NA,1042,473,313,3349,340,173724,2018-04-08,37,2017/2018,hhs3,2
HHS Regions,hhs4,2018,15,4050,137,211,8.59259,3.38272,5.20988,2018-04-08,1.49163,1.87752,777,640,NA,953,250,184,2804,353,149346,2018-04-08,37,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,15,6949,307,894,17.2831,4.4179,12.8652,2018-04-08,1.68205,1.56618,359,334,NA,557,216,151,1617,280,103245,2018-04-08,37,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,15,2175,12,50,2.85057,0.551724,2.29885,2018-04-08,2.13115,1.92179,593,393,NA,591,173,123,1873,251,97461,2018-04-08,37,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,15,1140,26,46,6.31579,2.2807,4.03509,2018-04-08,1.29236,1.66341,98,63,NA,113,23,35,332,96,19959,2018-04-08,37,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,15,1696,57,66,7.25236,3.36085,3.89151,2018-04-08,0.842282,1.08371,132,101,NA,231,50,37,551,124,50844,2018-04-08,37,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,15,1257,13,45,4.61416,1.03421,3.57995,2018-04-08,1.97652,1.92423,263,365,NA,579,185,249,1641,200,85281,2018-04-08,37,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,15,1611,55,137,11.9181,3.41403,8.50403,2018-04-08,1.15663,1.62712,187,210,NA,197,88,82,764,140,46954,2018-04-08,37,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,16,1654,73,153,13.6638,4.41354,9.2503,2018-04-15,1.77098,1.60965,168,134,NA,342,86,52,782,129,48582,2018-04-15,38,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,16,2195,117,74,8.70159,5.3303,3.3713,2018-04-15,2.28189,1.80563,894,449,NA,757,184,144,2428,167,134468,2018-04-15,38,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,16,1792,46,127,9.65402,2.56696,7.08705,2018-04-15,1.49447,1.59568,547,764,NA,916,306,227,2760,341,172967,2018-04-15,38,2017/2018,hhs3,2
HHS Regions,hhs4,2018,16,3612,80,133,5.89701,2.21484,3.68217,2018-04-15,1.29232,1.64076,694,525,NA,958,199,129,2505,359,152673,2018-04-15,38,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,16,5917,178,693,14.7203,3.00828,11.712,2018-04-15,1.44979,1.31889,278,240,NA,508,145,134,1305,275,98947,2018-04-15,38,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,16,1971,7,36,2.18163,0.35515,1.82648,2018-04-15,2.12088,1.96641,669,483,NA,656,187,124,2119,267,107760,2018-04-15,38,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,16,1018,24,38,6.09037,2.35756,3.73281,2018-04-15,0.875072,1.27155,75,36,NA,96,20,9,236,95,18560,2018-04-15,38,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,16,1296,30,64,7.25309,2.31481,4.93827,2018-04-15,0.68162,0.715568,117,125,NA,221,47,28,538,140,75185,2018-04-15,38,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,16,932,9,21,3.21888,0.965665,2.25322,2018-04-15,1.96057,1.85119,230,311,NA,584,173,202,1500,198,81029,2018-04-15,38,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,16,1096,31,85,10.5839,2.82847,7.75547,2018-04-15,1.06773,1.48785,184,147,NA,231,80,54,696,141,46779,2018-04-15,38,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,17,1425,48,101,10.4561,3.36842,7.08772,2018-04-22,1.49462,1.30523,154,126,NA,326,48,44,698,129,53477,2018-04-22,39,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,17,1978,92,76,8.49343,4.65116,3.84226,2018-04-22,2.18437,1.78035,831,462,NA,804,238,189,2524,168,141770,2018-04-22,39,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,17,1574,19,104,7.81449,1.20712,6.60737,2018-04-22,1.33781,1.53968,540,654,NA,991,281,191,2657,336,172568,2018-04-22,39,2017/2018,hhs3,2
HHS Regions,hhs4,2018,17,3433,73,128,5.85494,2.12642,3.72852,2018-04-22,1.2095,1.52364,619,487,NA,889,174,112,2281,352,149707,2018-04-22,39,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,17,5066,130,484,12.12,2.56613,9.55389,2018-04-22,1.36738,1.31668,309,238,NA,445,126,128,1246,269,94632,2018-04-22,39,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,17,1692,12,29,2.42317,0.70922,1.71395,2018-04-22,2.03449,1.97293,671,434,NA,671,199,127,2102,262,106542,2018-04-22,39,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,17,887,17,23,4.50958,1.91657,2.59301,2018-04-22,0.959192,1.37487,77,48,NA,86,23,22,256,92,18620,2018-04-22,39,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,17,1189,32,41,6.13961,2.69134,3.44828,2018-04-22,0.786336,0.863819,155,171,NA,259,55,41,681,139,78836,2018-04-22,39,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,17,1080,18,24,3.88889,1.66667,2.22222,2018-04-22,2.00626,1.87457,220,288,NA,687,166,193,1554,199,82899,2018-04-22,39,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,17,1004,31,64,9.46215,3.08765,6.3745,2018-04-22,0.750455,1.17387,147,118,NA,178,61,49,553,142,47109,2018-04-22,39,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,18,1094,15,50,5.9415,1.37112,4.57038,2018-04-29,1.34454,1.18257,146,97,NA,278,64,33,618,122,52259,2018-04-29,40,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,18,1841,56,37,5.0516,3.04183,2.00978,2018-04-29,2.97661,1.77549,909,394,NA,839,214,194,2550,166,143622,2018-04-29,40,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,18,1436,23,77,6.96379,1.60167,5.36212,2018-04-29,1.25161,1.40644,541,539,NA,885,238,192,2395,325,170288,2018-04-29,40,2017/2018,hhs3,2
HHS Regions,hhs4,2018,18,3217,66,110,5.47094,2.0516,3.41933,2018-04-29,1.19057,1.54426,640,419,NA,840,178,121,2198,345,142334,2018-04-29,40,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,18,4330,121,350,10.8776,2.79446,8.08314,2018-04-29,1.14788,1.04964,245,179,NA,356,110,73,963,250,91746,2018-04-29,40,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,18,1544,4,14,1.1658,0.259067,0.906736,2018-04-29,1.98637,1.7969,603,414,NA,615,128,114,1874,257,104291,2018-04-29,40,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,18,767,14,21,4.56323,1.82529,2.73794,2018-04-29,0.485035,0.89904,58,21,NA,58,18,6,161,91,17908,2018-04-29,40,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,18,1082,31,29,5.54529,2.86506,2.68022,2018-04-29,0.643685,0.809339,151,163,NA,232,52,26,624,138,77100,2018-04-29,40,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,18,986,7,15,2.23124,0.709939,1.5213,2018-04-29,1.97314,1.95797,213,267,NA,561,169,194,1404,187,71707,2018-04-29,40,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,18,798,9,21,3.7594,1.12782,2.63158,2018-04-29,0.752148,1.10701,152,111,NA,151,46,44,504,137,45528,2018-04-29,40,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,19,843,4,20,2.84698,0.474496,2.37248,2018-05-06,0.993134,0.943321,123,74,NA,206,35,38,476,116,50460,2018-05-06,41,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,19,1693,33,45,4.60721,1.9492,2.658,2018-05-06,1.99419,1.65428,924,386,NA,830,181,148,2469,160,149249,2018-05-06,41,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,19,1105,8,36,3.9819,0.723982,3.25792,2018-05-06,0.886278,0.963847,351,320,NA,525,133,116,1445,271,149920,2018-05-06,41,2017/2018,hhs3,2
HHS Regions,hhs4,2018,19,3007,65,98,5.42069,2.16162,3.25906,2018-05-06,0.998856,1.37773,593,364,NA,700,139,122,1918,329,139214,2018-05-06,41,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,19,3663,44,206,6.82501,1.2012,5.62381,2018-05-06,1.03234,0.999728,246,173,NA,321,74,68,882,248,88224,2018-05-06,41,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,19,1417,8,12,1.41143,0.564573,0.84686,2018-05-06,1.92456,1.86265,662,381,NA,591,147,138,1919,255,103025,2018-05-06,41,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,19,752,4,8,1.59574,0.531915,1.06383,2018-05-06,0.525801,0.858762,53,19,NA,53,12,13,150,91,17467,2018-05-06,41,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,19,972,13,20,3.39506,1.33745,2.05761,2018-05-06,0.496602,0.612448,136,117,NA,205,40,32,530,136,86538,2018-05-06,41,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,19,882,4,5,1.02041,0.453515,0.566893,2018-05-06,1.84014,1.70971,223,274,NA,532,138,188,1355,188,79253,2018-05-06,41,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,19,644,8,17,3.88199,1.24224,2.63975,2018-05-06,0.70532,1.02567,133,97,NA,170,36,39,475,139,46311,2018-05-06,41,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,20,768,12,10,2.86458,1.5625,1.30208,2018-05-13,0.958522,0.870559,124,79,NA,160,31,25,419,111,48130,2018-05-13,42,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,20,1541,26,18,2.85529,1.68722,1.16807,2018-05-13,1.95103,1.65806,826,416,NA,747,163,143,2295,152,138415,2018-05-13,42,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,20,990,12,30,4.24242,1.21212,3.0303,2018-05-13,0.866576,0.971672,446,395,NA,605,171,121,1738,325,178867,2018-05-13,42,2017/2018,hhs3,2
HHS Regions,hhs4,2018,20,2817,74,64,4.89883,2.62691,2.27192,2018-05-13,0.957264,1.3596,613,375,NA,658,120,113,1879,334,138202,2018-05-13,42,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,20,2839,33,81,4.0155,1.16238,2.85312,2018-05-13,0.941332,0.881791,265,150,NA,245,75,64,799,248,90611,2018-05-13,42,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,20,1243,4,8,0.965406,0.321802,0.643604,2018-05-13,1.54811,1.68101,593,359,NA,499,132,93,1676,253,99702,2018-05-13,42,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,20,620,2,1,0.483871,0.322581,0.16129,2018-05-13,0.614223,0.976624,47,24,NA,60,9,15,155,89,15871,2018-05-13,42,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,20,885,7,11,2.0339,0.79096,1.24294,2018-05-13,0.544957,0.716095,131,108,NA,236,41,24,540,138,75409,2018-05-13,42,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,20,805,2,8,1.24224,0.248447,0.993789,2018-05-13,1.65748,1.54446,189,248,NA,416,132,171,1156,189,74848,2018-05-13,42,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,20,505,4,5,1.78218,0.792079,0.990099,2018-05-13,0.611919,0.877438,125,85,NA,138,31,30,409,138,46613,2018-05-13,42,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,21,650,8,4,1.84615,1.23077,0.615385,2018-05-20,1.35103,0.941641,144,59,NA,159,24,29,415,102,44072,2018-05-20,43,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,21,1390,16,6,1.58273,1.15108,0.431655,2018-05-20,2.07015,1.72221,884,415,NA,730,167,205,2401,150,139414,2018-05-20,43,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,21,849,3,9,1.41343,0.353357,1.06007,2018-05-20,0.90358,0.964511,491,351,NA,595,118,114,1669,318,173041,2018-05-20,43,2017/2018,hhs3,2
HHS Regions,hhs4,2018,21,2767,62,73,4.87893,2.24069,2.63824,2018-05-20,0.943487,1.28531,550,322,NA,551,132,102,1657,321,128918,2018-05-20,43,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,21,2491,16,40,2.24809,0.642312,1.60578,2018-05-20,0.975639,0.911813,219,161,NA,226,79,52,737,231,80828,2018-05-20,43,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,21,1100,2,5,0.636364,0.181818,0.454545,2018-05-20,1.71159,1.69879,600,336,NA,452,135,119,1642,246,96657,2018-05-20,43,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,21,585,1,4,0.854701,0.17094,0.683761,2018-05-20,0.669485,1.29224,63,25,NA,56,9,8,161,82,12459,2018-05-20,43,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,21,810,2,5,0.864198,0.246914,0.617284,2018-05-20,0.549032,0.640433,107,110,NA,177,39,31,464,133,72451,2018-05-20,43,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,21,686,5,11,2.33236,0.728863,1.6035,2018-05-20,1.72129,1.58925,197,238,NA,365,150,174,1124,181,70725,2018-05-20,43,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,21,471,4,6,2.12314,0.849257,1.27389,2018-05-20,0.538392,0.829766,130,65,NA,118,31,32,376,132,45314,2018-05-20,43,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,22,588,2,3,0.85034,0.340136,0.510204,2018-05-27,0.704539,0.748183,104,50,NA,87,17,22,280,99,37424,2018-05-27,44,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,22,1317,12,2,1.06302,0.911162,0.15186,2018-05-27,1.91661,1.63683,818,320,NA,595,183,141,2057,115,125670,2018-05-27,44,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,22,651,2,2,0.614439,0.30722,0.30722,2018-05-27,0.923076,0.951434,486,347,NA,545,140,90,1608,311,169008,2018-05-27,44,2017/2018,hhs3,2
HHS Regions,hhs4,2018,22,2613,48,57,4.01837,1.83697,2.1814,2018-05-27,0.866142,1.319,583,289,NA,513,118,98,1601,308,121380,2018-05-27,44,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,22,2304,1,12,0.564236,0.0434028,0.520833,2018-05-27,0.919976,0.840612,204,125,NA,167,57,62,615,219,73161,2018-05-27,44,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,22,1037,4,1,0.48216,0.385728,0.096432,2018-05-27,1.52038,1.60222,552,276,NA,397,120,109,1454,238,90749,2018-05-27,44,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,22,529,0,0,0,0,0,2018-05-27,0.552918,1.18458,73,9,NA,46,2,4,134,79,11312,2018-05-27,44,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,22,696,3,3,0.862069,0.431034,0.431034,2018-05-27,0.714392,0.956365,119,124,NA,176,35,33,487,134,50922,2018-05-27,44,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,22,680,4,8,1.76471,0.588235,1.17647,2018-05-27,1.64081,1.56764,178,212,NA,331,147,147,1015,178,64747,2018-05-27,44,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,22,374,0,1,0.26738,0,0.26738,2018-05-27,0.412262,0.865811,103,70,NA,130,27,27,357,121,41233,2018-05-27,44,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,23,498,1,2,0.60241,0.200803,0.401606,2018-06-03,0.594143,0.581542,84,32,NA,81,19,15,231,97,39722,2018-06-03,45,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,23,1281,5,2,0.546448,0.39032,0.156128,2018-06-03,1.51493,1.58618,818,384,NA,614,175,158,2149,151,135483,2018-06-03,45,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,23,551,1,2,0.544465,0.181488,0.362976,2018-06-03,1.00452,0.866476,442,345,NA,469,141,93,1490,310,171961,2018-06-03,45,2017/2018,hhs3,2
HHS Regions,hhs4,2018,23,2264,49,48,4.28445,2.16431,2.12014,2018-06-03,0.775926,1.06528,483,266,NA,358,116,82,1305,307,122503,2018-06-03,45,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,23,1801,9,8,0.94392,0.499722,0.444198,2018-06-03,0.775796,0.651128,151,103,NA,136,50,43,483,208,74179,2018-06-03,45,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,23,981,3,4,0.713558,0.30581,0.407747,2018-06-03,1.41077,1.43333,494,265,NA,350,111,71,1291,236,90070,2018-06-03,45,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,23,541,0,0,0,0,0,2018-06-03,0.411285,0.862895,41,17,NA,43,5,2,108,75,12516,2018-06-03,45,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,23,734,1,0,0.13624,0.13624,0,2018-06-03,0.427188,0.572556,115,86,NA,153,35,26,415,131,72482,2018-06-03,45,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,23,624,0,14,2.24359,0,2.24359,2018-06-03,1.33959,1.21884,145,228,NA,257,105,127,862,174,70723,2018-06-03,45,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,23,428,4,0,0.934579,0.934579,0,2018-06-03,0.44774,0.888592,74,112,NA,91,45,37,359,109,40401,2018-06-03,45,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,24,491,0,1,0.203666,0,0.203666,2018-06-10,0.670237,0.583346,81,31,NA,80,21,20,233,93,39942,2018-06-10,46,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,24,1175,3,0,0.255319,0.255319,0,2018-06-10,1.42361,1.50348,713,379,NA,541,189,187,2009,150,133623,2018-06-10,46,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,24,610,0,2,0.327869,0,0.327869,2018-06-10,0.728166,0.795013,364,306,NA,415,98,86,1269,300,159620,2018-06-10,46,2017/2018,hhs3,2
HHS Regions,hhs4,2018,24,2076,41,53,4.52794,1.97495,2.55299,2018-06-10,0.647844,0.926306,401,241,NA,317,95,97,1151,312,124257,2018-06-10,46,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,24,1662,2,2,0.240674,0.120337,0.120337,2018-06-10,0.572249,0.635309,121,88,NA,131,53,38,431,201,67841,2018-06-10,46,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,24,904,1,1,0.221239,0.110619,0.110619,2018-06-10,1.42627,1.33122,403,247,NA,326,105,72,1153,231,86612,2018-06-10,46,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,24,473,0,0,0,0,0,2018-06-10,0.36296,0.747872,49,11,NA,22,2,3,87,74,11633,2018-06-10,46,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,24,651,3,1,0.614439,0.460829,0.15361,2018-06-10,0.313905,0.340423,44,26,NA,56,13,2,141,105,41419,2018-06-10,46,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,24,514,1,4,0.972763,0.194553,0.77821,2018-06-10,1.34841,1.20595,127,191,NA,244,97,124,783,161,64928,2018-06-10,46,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,24,373,0,1,0.268097,0,0.268097,2018-06-10,0.452247,0.712177,72,76,NA,113,26,29,316,126,44371,2018-06-10,46,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,25,435,0,0,0,0,0,2018-06-17,0.773475,0.632566,72,34,NA,78,21,27,232,93,36676,2018-06-17,47,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,25,1094,0,0,0,0,0,2018-06-17,1.40763,1.36064,666,315,NA,514,168,154,1817,149,133540,2018-06-17,47,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,25,627,0,0,0,0,0,2018-06-17,0.689275,0.824888,419,324,NA,409,105,73,1330,295,161234,2018-06-17,47,2017/2018,hhs3,2
HHS Regions,hhs4,2018,25,1934,39,29,3.51603,2.01655,1.49948,2018-06-17,0.605189,0.864812,357,201,NA,301,92,71,1022,311,118176,2018-06-17,47,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,25,1569,4,1,0.318674,0.254939,0.0637349,2018-06-17,0.54625,0.59843,142,92,NA,109,53,47,443,209,74027,2018-06-17,47,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,25,811,4,3,0.863132,0.493218,0.369914,2018-06-17,1.25356,1.28134,369,239,NA,302,99,58,1067,220,83272,2018-06-17,47,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,25,471,0,0,0,0,0,2018-06-17,0.164442,0.220712,9,6,NA,5,2,3,25,75,11327,2018-06-17,47,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,25,624,1,2,0.480769,0.160256,0.320513,2018-06-17,0.35226,0.416782,48,56,NA,82,20,19,225,129,53985,2018-06-17,47,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,25,547,1,3,0.731261,0.182815,0.548446,2018-06-17,1.62076,1.43861,161,199,NA,285,124,130,899,167,62491,2018-06-17,47,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,25,390,0,0,0,0,0,2018-06-17,0.47953,0.721431,69,88,NA,77,45,34,313,125,43386,2018-06-17,47,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,26,305,2,0,0.655738,0.655738,0,2018-06-24,0.901473,0.620434,93,41,NA,69,16,12,231,90,37232,2018-06-24,48,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,26,951,1,0,0.105152,0.105152,0,2018-06-24,1.28324,1.24991,612,317,NA,424,148,125,1626,146,130089,2018-06-24,48,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,26,564,0,2,0.35461,0,0.35461,2018-06-24,0.689769,0.784248,392,321,NA,368,104,84,1269,298,161811,2018-06-24,48,2017/2018,hhs3,2
HHS Regions,hhs4,2018,26,1816,42,22,3.52423,2.31278,1.21145,2018-06-24,0.468432,0.826484,295,195,NA,258,83,76,907,273,109742,2018-06-24,48,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,26,1482,4,1,0.337382,0.269906,0.0674764,2018-06-24,0.557642,0.598605,143,86,NA,104,47,56,436,204,72836,2018-06-24,48,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,26,798,3,2,0.626566,0.37594,0.250627,2018-06-24,1.4386,1.32607,356,242,NA,305,93,94,1090,226,82198,2018-06-24,48,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,26,522,1,1,0.383142,0.191571,0.191571,2018-06-24,0.390854,0.388753,10,7,NA,16,5,5,43,73,11061,2018-06-24,48,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,26,587,1,1,0.340716,0.170358,0.170358,2018-06-24,0.288182,0.269043,95,37,NA,67,29,15,243,132,90320,2018-06-24,48,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,26,388,2,0,0.515464,0.515464,0,2018-06-24,1.48215,1.27828,132,213,NA,208,112,135,800,169,62584,2018-06-24,48,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,26,310,1,0,0.322581,0.322581,0,2018-06-24,0.549856,0.704225,78,71,NA,97,32,24,302,125,42884,2018-06-24,48,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,27,322,0,0,0,0,0,2018-07-01,0.502517,0.593153,61,30,NA,67,15,15,188,92,31695,2018-07-01,49,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,27,910,0,0,0,0,0,2018-07-01,1.27543,1.16014,587,266,NA,382,122,103,1460,144,125847,2018-07-01,49,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,27,561,1,3,0.713012,0.178253,0.534759,2018-07-01,0.665195,0.73955,330,258,NA,376,87,90,1141,304,154283,2018-07-01,49,2017/2018,hhs3,2
HHS Regions,hhs4,2018,27,1634,36,14,3.05998,2.20318,0.856793,2018-07-01,0.601611,0.846135,338,199,NA,312,72,60,981,308,115939,2018-07-01,49,2017/2018,hhs4,1.9
HHS Regions,hhs5,2018,27,1225,1,1,0.163265,0.0816327,0.0816327,2018-07-01,0.528661,0.591508,104,88,NA,90,39,50,371,205,62721,2018-07-01,49,2017/2018,hhs5,1.8
HHS Regions,hhs6,2018,27,667,1,2,0.449775,0.149925,0.29985,2018-07-01,1.13421,1.23928,325,223,NA,291,88,64,991,229,79966,2018-07-01,49,2017/2018,hhs6,4.2
HHS Regions,hhs7,2018,27,303,0,1,0.330033,0,0.330033,2018-07-01,0.248292,0.90809,53,7,NA,33,2,4,99,71,10902,2018-07-01,49,2017/2018,hhs7,1.9
HHS Regions,hhs8,2018,27,536,3,0,0.559701,0.559701,0,2018-07-01,0.221924,0.131967,25,20,NA,41,9,7,102,131,77292,2018-07-01,49,2017/2018,hhs8,1.3
HHS Regions,hhs9,2018,27,482,0,4,0.829876,0,0.829876,2018-07-01,1.18054,1.06943,110,141,NA,187,71,121,630,171,58910,2018-07-01,49,2017/2018,hhs9,2.4
HHS Regions,hhs10,2018,27,239,2,0,0.83682,0.83682,0,2018-07-01,0.458911,0.692895,76,67,NA,83,34,35,295,125,42575,2018-07-01,49,2017/2018,hhs10,1.4
HHS Regions,hhs1,2018,28,321,1,0,0.311526,0.311526,0,2018-07-08,0.744742,0.652627,83,54,NA,93,20,19,269,93,41218,2018-07-08,50,2017/2018,hhs1,1.4
HHS Regions,hhs2,2018,28,993,6,0,0.60423,0.60423,0,2018-07-08,0.897869,1.1014,521,293,NA,389,139,127,1469,149,133376,2018-07-08,50,2017/2018,hhs2,3.1
HHS Regions,hhs3,2018,28,569,2,0,0.351494,0.351494,0,2018-07-08,0.65648,0.693118,289,287,NA,350,94,83,1103,299,159136,2018-07-08,50,2017/2018,hhs3,2
